Ticker;SimFinId;Currency;Fiscal Year;Fiscal Period;Report Date;Publish Date;Restated Date;Shares (Basic);Shares (Diluted);Net Income/Starting Line;Depreciation & Amortization;Non-Cash Items;Change in Working Capital;Change in Accounts Receivable;Change in Inventories;Change in Accounts Payable;Change in Other;Net Cash from Operating Activities;Change in Fixed Assets & Intangibles;Net Change in Long Term Investment;Net Cash from Acquisitions & Divestitures;Net Cash from Investing Activities;Dividends Paid;Cash from (Repayment of) Debt;Cash from (Repurchase of) Equity;Net Cash from Financing Activities;Net Change in Cash
NSC;378195;USD;2022;FY;2022-12-31;2023-02-03;2024-02-05;240162790;248100000;3270000000;1221000000;1000000;-201000000;;;;;4291000000;-1948000000;-12000000;;-1672000000;-1167000000;1279000000;-3110000000;-3002000000;-383000000
NSIT;6481018;USD;2018;FY;2018-12-31;2019-02-22;2021-02-17;35586000;36009000;163677000;37458000;33186000;58326000;;;;;292647000;-16772000;;-74938000;-91710000;;-130088000;-22069000;-159028000;36848000
NSIT;6481018;USD;2019;FY;2019-12-31;2020-02-21;2022-02-18;35538000;35959000;159407000;46209000;40054000;-117794000;;;;;127876000;-69086000;;-664287000;-733373000;;681207000;-27899000;577587000;-27996000
NSIT;6481018;USD;2020;FY;2020-12-31;2021-02-17;2023-02-16;35117000;35444000;172640000;65560000;37133000;80249000;;;;;355582000;16111000;;-6405000;9706000;;-328130000;-25000000;-361791000;14285000
NSIT;6481018;USD;2021;FY;2021-12-31;2022-02-18;2024-02-22;35011000;36863000;219345000;55421000;51537000;-162592000;;;;;163711000;-21074000;;;-21074000;;-101355000;-50000000;-161385000;-24605000
NSIT;6481018;USD;2022;FY;2022-12-31;2023-02-16;2024-02-22;34903000;36620000;280608000;56614000;27665000;-266781000;;;;;98106000;-69593000;;-68248000;-137841000;;236395000;-107922000;114007000;59741000
NSP;994624;USD;2018;FY;2018-12-31;2019-02-11;2021-02-12;41217000;41217000;135413000;22842000;16029000;10196000;;;;;184480000;-35177000;-75262000;;-94140000;-33408000;40000000;-113327000;-104478000;-14138000
NSP;994624;USD;2019;FY;2019-12-31;2020-02-12;2022-02-11;40186000;40186000;151099000;28723000;28367000;-3036000;;;;;205153000;21000;-58058000;;-29724000;-48622000;125000000;-203043000;-118353000;57076000
NSP;994624;USD;2020;FY;2020-12-31;2021-02-12;2023-02-10;38503000;38503000;138237000;31189000;55281000;121646000;;;;;346353000;-97632000;-989000;;-98621000;-61869000;100000000;-99415000;-53583000;194149000
NSP;994624;USD;2021;FY;2021-12-31;2022-02-11;2024-02-09;38524000;38881000;124080000;38547000;45334000;58025000;;;;;265986000;-32856000;1843000;;-31013000;-144179000;;-69725000;-213904000;21069000
NSP;994624;USD;2022;FY;2022-12-31;2023-02-10;2024-02-09;38524000;38881000;179350000;40660000;39439000;96969000;;;;;356418000;-30329000;-1793000;;-32122000;-76592000;;-73285000;-149877000;174419000
NSPR;143799;USD;2018;FY;2018-12-31;2019-02-19;2019-02-19;30785;30785;-7240000;152000;-336000;-182000;;;;;-7606000;-67000;;;-44000;;0;16384000;13370000;5674000
NSPR;143799;USD;2019;FY;2019-12-31;2020-03-10;2021-03-08;139401;139401;-10040000;158000;422000;-350000;;;;;-9810000;-284000;;;-387000;;6335000;;6335000;-3870000
NSPR;143799;USD;2020;FY;2020-12-31;2021-03-08;2022-03-07;1513196;1513196;-10544000;151000;835000;477000;;;;;-9081000;-66000;;;-187000;;16395000;;16395000;7131000
NSPR;143799;USD;2021;FY;2021-12-31;2022-03-07;2023-03-30;7739463;7739463;-14918000;161000;1644000;-97000;;;;;-13210000;-344000;;;-22457000;;;;35034000;-641000
NSSC;198892;USD;2018;FY;2018-06-30;2018-09-13;2018-09-13;37576000;37650000;7649000;1409000;1054000;-2247000;;;;;7865000;-1280000;;;-1280000;;-3500000;-1231000;-4731000;1854000
NSSC;198892;USD;2019;FY;2019-06-30;2019-09-13;2022-05-17;37148000;37248000;12481000;1409000;307000;-5544000;;;;;8653000;-1988000;;;-1988000;;;-3945000;-3945000;2720000
NSSC;198892;USD;2020;FY;2020-06-30;2020-09-15;2022-08-29;36888000;36986000;7795000;1495000;3250000;-2235000;;;;;10305000;-1615000;;;-1615000;;3904000;-2374000;1530000;10220000
NSSC;198892;USD;2021;FY;2021-06-30;2021-09-13;2023-09-08;36696000;36808000;15413000;1697000;602000;5275000;;;;;22987000;-1007000;-5422000;;-6429000;;;;;16558000
NSSC;198892;USD;2022;FY;2022-06-30;2022-08-29;2023-09-08;36725000;36867000;19599000;1771000;-839000;-12199000;;;;;8332000;-1482000;-81000;;-1563000;;;155000;155000;6924000
NSTB;12444413;USD;2020;FY;2020-12-31;2021-03-31;2022-04-01;50000000;50000000;-392;;;375;;;;;-17;;;;;;150000;;125000;124983
NSTB;12444413;USD;2021;FY;2021-12-31;2022-04-01;2023-03-31;46811644;46811644;3152314;;625570;-4588113;;;;;-810229;;-400000000;;-400000000;;9600000;;401125537;315308
NSTB;12444413;USD;2022;FY;2022-12-31;2023-03-31;2023-03-31;39922691;39922691;13748710;;-5488738;-9929869;;;;;-1669897;;;;1315500;;;;;-354397
NSTC;11795334;USD;2022;FY;2022-09-30;2022-12-22;2022-12-22;50000000;50000000;16761599;;-15595833;-2091732;;;;;-925966;;;;;;;;-27550;-953516
NSTD;12444341;USD;2022;FY;2022-09-30;2022-12-22;2022-12-22;50000000;50000000;14798756;;-13625834;-1968245;;;;;-795323;;;;;;;;-24550;-819873
NSTG;1252928;USD;2018;FY;2018-12-31;2019-03-11;2021-03-01;27883000;27883000;-77400000;4070000;8842000;10423000;;;;;-54065000;-4485000;-18440000;;-22925000;;15000000;61797000;75081000;-1923000
NSTG;1252928;USD;2019;FY;2019-12-31;2020-03-02;2022-03-01;34588000;34588000;-40696000;4919000;-25438000;-28206000;;;;;-89421000;-7885000;-47274000;40000000;-15159000;;20000000;90840000;109266000;4677000
NSTG;1252928;USD;2020;FY;2020-12-31;2021-03-01;2023-02-28;39083000;39083000;-110078000;5738000;37227000;-14549000;;;;;-81662000;-7457000;;;91241000;;149865000;237443000;373048000;382815000
NSTG;1252928;USD;2021;FY;2021-12-31;2022-03-01;2023-02-28;45558000;45558000;-115254000;5871000;35332000;-16498000;;;;;-90549000;-6348000;;;-220222000;;-236000;8879000;6058000;-304780000
NSTG;1252928;USD;2022;FY;2022-12-31;2023-02-28;2023-02-28;46936000;46936000;-159543000;8116000;38050000;-15229000;;;;;-128606000;-15114000;;;132497000;;-333000;4109000;2272000;6080000
NSYS;15296777;USD;2018;FY;2018-12-31;2019-03-20;2020-03-19;2657530;2666532;166000;2189000;395000;-306000;;;;;2444000;-1390000;;;-1390000;;-613000;-276000;-889000;168000
NSYS;15296777;USD;2019;FY;2019-12-31;2020-03-19;2021-03-23;2657530;2666532;-1228000;2221000;687000;-683000;;;;;997000;-758000;;;-758000;;-402000;-123000;-525000;-287000
NSYS;15296777;USD;2020;FY;2020-12-31;2021-03-23;2022-03-17;2657738;2657738;-1546000;2193000;-598000;1314000;;;;;1363000;5500000;;;5500000;;-3959000;;-3959000;2904000
NSYS;15296777;USD;2021;FY;2021-12-31;2022-03-17;2023-03-17;2664586;2821523;7154000;1950000;-6358000;-7286000;;;;;-4540000;-730000;;;-730000;;4560000;35000;3931000;-1339000
NSYS;15296777;USD;2022;FY;2022-12-31;2023-03-17;2024-03-20;2685378;2891285;2010000;1918000;98000;1376000;;;;;5402000;-2426000;;;-2426000;;-2718000;51000;-2667000;256000
NTAP;183964;USD;2019;FY;2019-04-30;2019-06-18;2021-06-21;254000000;259000000;1169000000;197000000;84000000;-109000000;;;;;1341000000;-173000000;876000000;-3000000;704000000;-403000000;-232000000;-1990000000;-2631000000;-616000000
NTAP;183964;USD;2020;FY;2020-04-30;2020-06-15;2022-06-16;230000000;233000000;819000000;193000000;150000000;-102000000;;;;;1060000000;-28000000;1370000000;-73000000;1269000000;-439000000;-127000000;-1309000000;-1960000000;335000000
NTAP;183964;USD;2021;FY;2021-04-30;2021-06-21;2023-06-14;222000000;226000000;730000000;207000000;111000000;285000000;;;;;1333000000;209000000;160000000;-350000000;21000000;-427000000;948000000;-27000000;444000000;1869000000
NTAP;183964;USD;2022;FY;2022-04-30;2022-06-16;2023-06-14;223000000;229000000;937000000;194000000;102000000;-22000000;;;;;1211000000;-226000000;45000000;-380000000;-561000000;-446000000;;-495000000;-1017000000;-416000000
NTCT;1234780;USD;2018;FY;2019-03-31;2019-05-28;2021-05-20;78617000;78617000;-73324000;137878000;68122000;17162000;;;;;149838000;-23392000;664000;;-26252000;;-50000000;-14465000;-79285000;39089000
NTCT;1234780;USD;2019;FY;2020-03-31;2020-05-20;2022-05-19;75162000;75162000;-2754000;116104000;52170000;59503000;;;;;225023000;-19922000;26939000;-11347000;-4309000;;-100000000;-174998000;-286870000;-69583000
NTCT;1234780;USD;2020;FY;2021-03-31;2021-05-20;2023-05-16;72953000;73618000;19352000;105828000;38132000;50609000;;;;;213921000;-16523000;41133000;;24698000;;-100000000;-3273000;-118307000;126939000
NTCT;1234780;USD;2021;FY;2022-03-31;2022-05-19;2023-05-16;73103000;73822000;35874000;95784000;53438000;110917000;;;;;296013000;-10400000;-57798000;;-68353000;;0;-35651000;-54165000;168985000
NTCT;1234780;USD;2022;FY;2023-03-31;2023-05-16;2023-05-16;71781000;73046000;59648000;85918000;19980000;-8896000;;;;;156650000;-10648000;25949000;;15304000;;-250000000;-150037000;-419430000;-249367000
NTES;1242010;USD;2018;FY;2018-12-31;2019-04-26;2021-04-28;647064800;650937800;8616099000;2060135000;2312028000;1671581000;;;;;13415877000;-3903941000;-321641000;-4913051000;-13569515000;-1440194000;6209608000;;1587419000;1515292000
NTES;1242010;USD;2019;FY;2019-12-31;2020-04-29;2022-04-28;644094600;649994400;13468607000;2613782000;1186733000;-358151000;;;;;17216458000;-3268183000;;-704791000;-22136741000;-8840634000;2971531000;;1082525000;-3808678000
NTES;1242010;USD;2020;FY;2020-12-31;2021-04-28;2023-04-27;3305448000;3349759000;12330235000;3457782000;4328675000;4771479000;;;;;24888171000;-3272947000;;-2062030000;-29192407000;-4280462000;4041065000;;9913087000;5770745000
NTES;1242010;USD;2021;FY;2021-12-31;2022-04-28;2023-04-27;665172800;673495600;16976190000;3275727000;1486825000;3187985000;;;;;24926727000;-3038485000;;-5417138000;-7078294000;-4239627000;1708244000;;-12585569000;5207510000
NTES;1242010;USD;2022;FY;2022-12-31;2023-04-27;2023-04-27;665172800;673495600;19218426000;2858209000;2135230000;3497368000;;;;;27709233000;-2602017000;;-4423773000;-7369727000;-6723667000;4845013000;;-10237699000;10212210000
NTGR;591520;USD;2018;FY;2018-12-31;2019-02-22;2021-02-16;31626000;33137000;17326000;18851000;31940000;-83176000;;;;;-103211000;-12251000;-1091000;-14352000;-43189000;;;-17605000;144577000;-1823000
NTGR;591520;USD;2019;FY;2019-12-31;2020-02-18;2022-02-18;30936000;31965000;25791000;19406000;31665000;-63337000;;;;;13525000;-14230000;-5484000;;49459000;;;-67302000;-73823000;-10839000
NTGR;591520;USD;2020;FY;2020-12-31;2021-02-16;2023-02-17;29897000;30640000;58293000;18931000;32359000;71567000;;;;;181150000;-10296000;-6525000;;-16836000;;;-2972000;-8062000;156252000
NTGR;591520;USD;2021;FY;2021-12-31;2022-02-18;2024-02-16;30301000;30798000;49387000;13906000;32729000;-100601000;;;;;-4579000;-9864000;-685000;;-9985000;;;-60464000;-68124000;-82688000
NTGR;591520;USD;2022;FY;2022-12-31;2023-02-17;2024-02-16;30241000;31002000;-68987000;10070000;43904000;1281000;;;;;-13732000;-5757000;-600000;;-79517000;;;-19216000;-24023000;-117272000
NTIC;12444573;USD;2018;FY;2018-08-31;2018-11-13;2019-11-13;9077676;9370404;7222847;1105867;-7737469;17442;;;;;608687;-680502;466874;;-300109;-1815508;;43384;-2372124;-2197178
NTIC;12444573;USD;2019;FY;2019-08-31;2019-11-13;2020-11-13;9085584;9415974;5815622;1102960;-943254;-498306;;;;;5477022;-960339;-265146;;-1339921;-2180244;;52546;-2393664;1693735
NTIC;12444573;USD;2020;FY;2020-08-31;2020-11-13;2021-11-19;9096981;9096981;-934760;1068225;4362885;415720;;;;;4912070;-709222;-1979464;;-2784682;-1182200;;64195;-1518005;546274
NTIC;12444573;USD;2021;FY;2021-08-31;2021-11-19;2022-11-15;9116472;9874139;6996737;1108387;-5789710;577526;;;;;2892940;-5532750;5540088;;-103316;-1780956;;658747;-1522209;1277609
NTIC;12444573;USD;2022;FY;2022-08-31;2022-11-15;2023-11-21;9216216;9635028;7185934;1568332;-2120313;-5487875;;;;;1146078;-1496674;-956;-5062003;-7108174;-2581179;5900000;272285;3188377;-2346751
NTIP;515715;USD;2018;FY;2018-12-31;2019-03-29;2020-03-20;23763785;25354978;7706000;290000;687000;-590000;;;;;8093000;;-20472000;;-23114000;-2444000;;-1578000;-4567000;-19588000
NTIP;515715;USD;2019;FY;2019-12-31;2020-03-20;2021-03-31;23978774;23978774;-1792000;285000;1461000;-559000;;;;;-605000;;5663000;;3048000;-2416000;;-665000;-3619000;-1176000
NTIP;515715;USD;2020;FY;2020-12-31;2021-03-31;2022-03-30;24011354;24011354;-1709000;292000;88000;826000;;;;;-503000;;6357000;;6306000;-2471000;;-253000;-2885000;2918000
NTIP;515715;USD;2021;FY;2021-12-31;2022-03-30;2023-03-30;24011354;24011354;14281000;295000;2893000;2030000;;;;;19499000;;4095000;;2994000;-2410000;;-1077000;-3501000;18992000
NTIP;515715;USD;2022;FY;2022-12-31;2023-03-30;2024-03-08;23825917;23825917;-2326000;316000;-400000;-3026000;;;;;-5436000;-524000;-20747000;;-22271000;-2453000;;-534000;-3342000;-31049000
NTLA;1253298;USD;2018;FY;2018-12-31;2019-02-27;2021-02-26;43069000;43069000;-85343000;4464000;16445000;3177000;;;;;-61257000;-6227000;-254555000;;-260782000;;;40217000;40217000;-281822000
NTLA;1253298;USD;2019;FY;2019-12-31;2020-02-27;2022-02-24;47247000;47247000;-99533000;5587000;11367000;-20661000;;;;;-103240000;-6794000;31970000;;25176000;;;76434000;76434000;-1630000
NTLA;1253298;USD;2020;FY;2020-12-31;2021-02-26;2023-02-23;55987000;55987000;-134231000;6311000;20476000;57532000;;;;;-49912000;-3585000;-210902000;;-214487000;;;371779000;371779000;107380000
NTLA;1253298;USD;2021;FY;2021-12-31;2022-02-24;2024-02-22;73706000;73706000;-267892000;6891000;55938000;-19967000;;;;;-225030000;-12756000;-535022000;;-550778000;;;736688000;736688000;-39120000
NTLA;1253298;USD;2022;FY;2022-12-31;2023-02-23;2024-02-22;76972000;76972000;-474186000;7572000;130963000;-42468000;;;;;-378119000;-13408000;218549000;;205141000;;;582955000;582955000;409977000
NTNX;544815;USD;2018;FY;2018-07-31;2018-09-24;2020-09-23;164091302;164091302;-297161000;50302000;189168000;150231000;;;;;92540000;-62372000;-418956000;-22227000;-503555000;;561891000;72010000;578616000;167601000
NTNX;544815;USD;2019;FY;2019-07-31;2019-09-24;2021-09-21;181030964;181030964;-621179000;77612000;332424000;253311000;;;;;42168000;-118452000;120619000;-19017000;-16850000;;-1066000;69210000;67104000;92422000
NTNX;544815;USD;2020;FY;2020-07-31;2020-09-23;2022-09-21;192896000;192896000;-872883000;93773000;417011000;202214000;;;;;-159885000;-89488000;114047000;;24559000;;;57797000;57797000;-77529000
NTNX;544815;USD;2021;FY;2021-07-31;2021-09-21;2023-09-21;204407000;204407000;-1035589000;94373000;750300000;91106000;;;;;-99810000;-58647000;-538506000;;-597153000;;723158000;-59313000;663845000;-33118000
NTNX;544815;USD;2022;FY;2022-07-31;2022-09-21;2023-09-21;220529000;220529000;-798946000;87952000;712481000;66056000;;;;;67543000;-49058000;-5131000;;-14309000;;72889000;9256000;63755000;116989000
NTRI;346874;USD;2018;FY;2018-12-31;2019-02-26;2019-02-26;29396000;29750000;58593000;15875000;11215000;-5771000;;;;;79912000;-11481000;-11407000;;-22888000;-30152000;;-24365000;-59437000;-2413000
NTST;10384267;USD;2019;FY;2019-12-31;2020-03-03;2022-02-24;18825389;18825389;42000;195000;1000;-149000;;;;;89000;-1112000;;-166732000;-167844000;;175000000;164727000;337074000;169319000
NTST;10384267;USD;2020;FY;2020-12-31;2021-03-04;2023-02-23;17322182;21157996;212000;15459000;-2892000;-30000;;;;;12749000;-362599000;;;-362133000;-8842000;0;281964000;272708000;-76676000
NTST;10384267;USD;2021;FY;2021-12-31;2022-02-24;2024-02-14;36999459;38672565;3150000;30807000;-23051000;457000;;;;;11363000;-410941000;;;-410013000;-31304000;64000000;283111000;313610000;-85040000
NTST;10384267;USD;2022;FY;2022-12-31;2023-02-23;2024-02-14;49517977;50431822;8205000;50104000;-25086000;-4110000;;;;;29113000;-399732000;;;-446072000;-39952000;248952000;277379000;479899000;62940000
NTUS;497305;USD;2018;FY;2018-12-31;2019-03-01;2021-02-26;33111000;33111000;-22935000;33863000;36198000;-14106000;;;;;33020000;-8540000;;151000;-8389000;;-50000000;5818000;-49512000;-32577000
NTUS;497305;USD;2019;FY;2019-12-31;2020-03-02;2022-02-25;33696000;33696000;-15671000;30722000;35156000;9853000;;;;;60060000;-5326000;;-13000;-5339000;;-50000000;3635000;-48532000;6924000
NTUS;497305;USD;2020;FY;2020-12-31;2021-02-26;2022-02-25;33562000;33562000;-16613000;28115000;21501000;1423000;;;;;34426000;-8609000;-2000000;-1997000;-12606000;;2000000;-9181000;-10877000;18785000
NTUS;497305;USD;2021;FY;2021-12-31;2022-02-25;2022-02-25;33638000;33865000;13177000;28091000;15407000;7320000;;;;;63995000;-946000;-1000000;;-1946000;;-57000000;855000;-60662000;-6487000
NUAN;448077;USD;2018;FY;2018-09-30;2018-11-20;2020-11-19;336472290;336472290;-236837000;156801000;100159000;220856000;;;;;444426000;-48845000;121700000;-110170000;-37315000;;-481172000;-117706000;-680348000;-276336000
NUAN;448077;USD;2019;FY;2019-09-30;2019-11-26;2021-11-18;286347000;290125000;-41605000;101253000;134196000;29082000;;;;;401357000;-44185000;-45954000;386170000;296031000;;-300000000;-110341000;-452037000;244998000
NUAN;448077;USD;2020;FY;2020-09-30;2020-11-19;2021-11-18;282644000;291994000;-13040000;95779000;153519000;-43647000;;;;;254564000;-61297000;133729000;-850000;72729000;;-513642000;-154377000;-586207000;-259728000
NUAN;448077;USD;2021;FY;2021-09-30;2021-11-18;2021-11-18;294589000;294589000;-17372000;93040000;204432000;-40923000;;;;;247639000;-56514000;48893000;-35540000;-42429000;;-230076000;17068000;-322740000;-113926000
NUE;334772;USD;2018;FY;2018-12-31;2019-02-28;2021-02-26;315858000;316733000;2481084000;719637000;176395000;-983164000;-485433000;-1092101000;235572000;358798000;2393952000;-950942000;50000000;-154475000;-1030069000;-485376000;500747000;-829896000;-908177000;449782000
NUE;334772;USD;2019;FY;2019-12-31;2020-02-28;2022-02-28;305040000;305503000;1370910000;734653000;290580000;413270000;361340000;712645000;-253457000;-407258000;2809413000;-1435675000;-300040000;-61349000;-1794191000;-492062000;4574000;-282396000;-880410000;135719000
NUE;334772;USD;2020;FY;2020-12-31;2021-02-26;2023-03-01;303168000;303271000;836028000;785466000;871383000;204000000;;;;;2696877000;-1502286000;-96339000;-132498000;-1764294000;-491655000;955564000;-27653000;285854000;1220324000
NUE;334772;USD;2021;FY;2021-12-31;2022-02-28;2024-02-27;290510000;291152000;7122370000;864563000;106733000;-1862890000;;;;;6230776000;-1602588000;154998000;-1426661000;-2873852000;-483469000;246807000;-3130833000;-3602879000;-246271000
NUE;334772;USD;2022;FY;2022-12-31;2023-03-01;2024-02-27;290510000;291152000;8079640000;1061634000;238098000;692682000;;;;;10072054000;-1915620000;-323725000;-3453768000;-5702709000;-533589000;922292000;-2739716000;-2510863000;1852562000
NURO;922227;USD;2018;FY;2018-12-31;2019-01-24;2020-01-28;88807;173570;23605;169712;446077;2222319;;;;;2861713;-143583;;;-143583;;;18618;18618;2736748
NURO;922227;USD;2019;FY;2019-12-31;2020-01-28;2021-01-29;121015;121015;-3773014;124012;639692;-611943;;;;;-3621253;-48076;;;-48076;;;15106;15106;-3654223
NURO;922227;USD;2020;FY;2020-12-31;2021-01-29;2022-01-28;376812;376812;-2092195;89954;992868;-1057488;;;;;-2066861;;;;;;0;4166868;4166868;2100007
NURO;922227;USD;2021;FY;2021-12-31;2022-01-28;2023-03-22;835060;835060;-2281457;76378;1364185;-1232800;;;;;-2073694;-131710;;;-131710;;;19551295;19551295;17345891
NURO;922227;USD;2022;FY;2022-12-31;2023-03-22;2024-03-01;835060;835060;-4416609;49391;764447;-1686645;;;;;-5289416;-23182;-16788517;;-16811699;;;3864031;3864031;-18237084
NUS;1234781;USD;2018;FY;2018-12-31;2019-02-14;2021-02-11;55170000;56476000;121887000;83003000;69732000;-71884000;;;;;202738000;-70371000;116000;-38506000;-108761000;-80581000;29898000;-58788000;-116714000;-39488000
NUS;1234781;USD;2019;FY;2019-12-31;2020-02-13;2022-02-16;55518000;55927000;173553000;76650000;60163000;-132435000;;;;;177931000;-66067000;2728000;-8073000;-71412000;-82189000;-69455000;-3150000;-154794000;-51281000
NUS;1234781;USD;2020;FY;2020-12-31;2021-02-11;2023-02-16;52296000;52765000;191355000;73991000;61231000;52564000;;;;;379141000;-63823000;-656000;-14949000;-79428000;-78387000;-27500000;-138570000;-245166000;67053000
NUS;1234781;USD;2021;FY;2021-12-31;2022-02-16;2024-02-15;50098000;51260000;147266000;76320000;142916000;-224920000;;;;;141582000;-68615000;-1148000;-18963000;-88726000;-76272000;38129000;-80420000;-104702000;-63090000
NUS;1234781;USD;2022;FY;2022-12-31;2023-02-16;2024-02-15;50002000;50525000;104778000;72506000;66739000;-135961000;;;;;108062000;-59056000;-8023000;;-67079000;-77015000;25581000;-70045000;-99504000;-74868000
NUTX;11818049;USD;2018;FY;2018-12-31;2019-04-16;2020-05-14;643736691;643736691;-950129;3207;155886;310987;;;;;-480049;;;-116964;250336;;337271;;337271;107558
NUTX;11818049;USD;2019;FY;2019-12-31;2020-05-14;2021-04-05;643736691;643736691;-7116520;171815;2977995;-73868;;;;;-4040578;-84002;;-564194;-748196;;1622441;4112500;5734941;946167
